"RA"	"RT."	"TREE_CODE"	"INV"	"CREW"	"DATE"	"DBH"	"HT"	"LLC"	"COND"	"ST"	"LI"	"CC"	"CAV"	"NOTES"
6.00	48.00	"ACRU"	1.00	"TS, MH"	9/25/1997 0:00:00	42.50	23.61	9.85				"C"	"0"	
6.00	48.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	44.90	23.90	9.40	0.00			"C"	"0"	
6.00	48.00	"ACRU"	3.00		4/1/2007 0:00:00	46.10	24.80	11.40	0.00	"B"	2		"0"	
6.00	48.00	"ACRU"	4.00		10/1/2011 0:00:00	47.10	25.90	12.60	0.00	"B"	2		"N"	
6.00	49.00	"PIRE"	1.00	"TS, MH"	9/25/1997 0:00:00	59.70	26.17	10.41				"D"	"0"	
6.00	49.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	61.80	25.40	15.60	0.00			"D"	"0"	
6.00	49.00	"PIRE"	3.00		4/1/2007 0:00:00	62.40	24.90	13.10	0.00	"A"	4		"0"	
6.00	49.00	"PIRE"	4.00		10/1/2011 0:00:00	63.10	27.60	15.40	0.00	"B"	5		"N"	
6.00	50.00	"PIRE"	1.00	"TS, MH"	9/25/1997 0:00:00	58.60	25.03	9.08				"D"	"0"	
6.00	50.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	56.70	24.70	13.10	0.00			"D"	"0"	
6.00	50.00	"PIRE"	3.00		4/1/2007 0:00:00	57.50	24.20	13.40	0.00	"A"	3		"0"	
6.00	50.00	"PIRE"	4.00		10/1/2011 0:00:00	57.80	27.00	17.40	0.00	"B"	3		"N"	
6.00	51.00	"BEPA"	1.00	"TS, MH"	9/25/1997 0:00:00	24.20	21.01	12.38				"D"	"0"	
6.00	51.00	"BEPA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	45.10	17.80	12.10	0.00			"C"	"0"	
6.00	51.00	"BEPA"	3.00		4/1/2007 0:00:00	45.70	17.20	12.20	0.00	"B"	1		"0"	
6.00	51.00	"BEPA"	4.00		10/1/2011 0:00:00	26.50	19.20	9.80	0.00	"C"	3		"N"	
6.00	52.00	"ACRU"	1.00	"TS, MH"	9/25/1997 0:00:00	42.20	16.45	6.68				"D"	"0"	
6.00	52.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	43.20	20.30	11.30	0.00			"D"	"0"	
6.00	52.00	"ACRU"	3.00		4/1/2007 0:00:00	43.20	19.60	10.00	2.00	"B"	1		"0"	
6.00	52.00	"ACRU"	4.00		10/1/2011 0:00:00	44.00	22.10	12.00	0.00	"B"	5		"N"	
6.00	53.00	"PIST"	1.00	"TS, MH"	9/25/1997 0:00:00	53.10	23.56	12.16				"D"	"0"	
6.00	53.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	52.20	24.00	12.70	0.00			"D"	"0"	
6.00	53.00	"PIST"	3.00		4/1/2007 0:00:00	57.90	25.50	11.30	0.00	"B"	3		"0"	
6.00	53.00	"PIST"	4.00		10/1/2011 0:00:00	58.90	26.00	12.70	0.00	"B"	4		"N"	
6.00	54.00	"PIRU"	1.00	"TS, MH"	9/25/1997 0:00:00	33.50	20.50	11.22				"D"	"0"	
6.00	54.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	54.80	20.20	9.30	0.00			"D"	"0"	
6.00	54.00	"PIRU"	3.00		4/1/2007 0:00:00	57.50	21.20	9.90	0.00	"B"	4		"0"	
6.00	54.00	"PIRU"	4.00		10/1/2011 0:00:00	38.70	21.30	10.10	0.00	"B"	5		"N"	"DBH CHECKED"
6.00	55.00	"PIRU"	1.00	"TS, MH"	9/25/1997 0:00:00	22.50	16.08	5.66				"C"	"0"	
6.00	55.00	"PIRU"	2.00	"MRS, BTP"	6/18/2002 0:00:00	24.20	16.80	8.40	0.00			"C"	"0"	
6.00	55.00	"PIRU"	3.00		4/1/2007 0:00:00	25.00	16.80	10.70	0.00	"B"	2		"0"	
6.00	55.00	"PIRU"	4.00		10/1/2011 0:00:00	26.70	17.30	9.40	0.00	"C"	3		"N"	
6.00	56.00	"BEPA"	1.00	"TS, MH"	9/25/1997 0:00:00	28.20	21.92	8.81				"D"	"0"	
6.00	56.00	"BEPA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	28.40	18.20	5.70	0.00			"C"	"0"	
6.00	56.00	"BEPA"	3.00		4/1/2007 0:00:00	28.80	11.40	1.00	4.00				"1"	
6.00	56.00	"BEPA"	4.00		10/1/2011 0:00:00				9.00					
6.00	57.00	"POGR"	1.00	"TS, MH"	9/25/1997 0:00:00	29.20	19.56	9.60				"D"	"0"	
6.00	57.00	"POGR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	31.20	19.00	12.00	0.00			"C"	"0"	
6.00	57.00	"POGR"	3.00		4/1/2007 0:00:00	32.70	16.20	10.90	3.00	"B"	2		"1"	
6.00	57.00	"POGR"	4.00		10/1/2011 0:00:00	34.20	18.20	9.50	0.00	"B"	2		"N"	
6.00	58.00	"POGR"	1.00	"TS, MH"	9/25/1997 0:00:00				8.00					
6.00	58.00	"POGR"	2.00	"MRS, BTP"	6/18/2002 0:00:00				8.00					
6.00	58.00	"POGR"	3.00		4/1/2007 0:00:00				9.00					
6.00	59.00	"PIST"	1.00	"TS, MH"	9/25/1997 0:00:00	41.20	19.84	9.66				"D"	"0"	
6.00	59.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	42.80	20.70	12.30	0.00			"D"	"0"	
6.00	59.00	"PIST"	3.00		4/1/2007 0:00:00	45.20	22.20	8.90	0.00	"B"	3		"0"	
6.00	59.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	50.40	21.80	12.10	0.00	"B"	4		"N"	
6.00	60.00	"TSCA"	1.00	"TS, MH"	9/25/1997 0:00:00	49.30	20.51	15.04				"D"	"0"	
6.00	60.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	51.80	22.20	5.70	0.00			"D"	"0"	
6.00	60.00	"TSCA"	3.00		4/1/2007 0:00:00	53.20	22.60	6.70	0.00	"B"	2		"0"	
6.00	60.00	"TSCA"	4.00	"BR, VB"	10/12/2011 0:00:00	55.70	23.90	10.70	0.00	"B"	4		"N"	
6.00	61.00	"POTR"	1.00	"TS, MH"	9/28/1997 0:00:00	37.70	18.89	6.97				"D"	"0"	
6.00	61.00	"POTR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	39.30	20.60	8.70	0.00			"C"	"0"	
6.00	61.00	"POTR"	3.00		4/1/2007 0:00:00	39.80	21.00	10.60	0.00	"B"	4		"0"	
6.00	61.00	"POTR"	4.00	"BR, VB"	10/12/2011 0:00:00	43.00	22.30	12.10	0.00	"B"	5		"N"	
6.00	62.00	"ABBA"	1.00	"TS, MH"	9/28/1997 0:00:00	26.00	15.71	9.39				"D"	"0"	
6.00	62.00	"ABBA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00				9.00					
6.00	63.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	23.50	17.62	10.18				"C"	"0"	
6.00	63.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	25.40	17.80	5.50	0.00			"C"	"0"	
6.00	63.00	"PIRU"	3.00		4/1/2007 0:00:00	28.00	18.70	8.50	0.00	"B"	3		"0"	
6.00	63.00	"PIRU"	4.00	"BR, VB"	10/12/2011 0:00:00	31.60	18.00	8.10	0.00	"C"	4		"N"	
6.00	64.00	"QURU"	1.00	"TS, MH"	9/28/1997 0:00:00	58.70	18.86	8.89				"D"	"1"	
6.00	64.00	"QURU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	59.90	16.80	6.10	3.00			"C"	"1"	
6.00	64.00	"QURU"	3.00		4/1/2007 0:00:00	60.50	13.60	6.10	3.00	"B"	2		"1"	
6.00	64.00	"QURU"	4.00	"BR, VB"	10/12/2011 0:00:00	62.90	16.70	9.40	4.00	"B"	3		"Y"	
6.00	65.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	31.10	18.25	11.27				"D"	"0"	
6.00	65.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	30.00	19.30	8.40	0.00			"D"	"0"	
6.00	65.00	"PIRU"	3.00		4/1/2007 0:00:00	30.40	19.60	9.10	0.00	"B"	3		"0"	
6.00	65.00	"PIRU"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00	46.73	27.64	18.37	0.00	"B"	3		"N"	
6.00	66.00	"PIGL"	3.00		4/1/2007 0:00:00	40.90	23.70	12.60	0.00	"B"	3		"0"	
6.00	66.00	"PIGL"	4.00	"BR, VB"	10/12/2011 0:00:00	41.90	23.40	11.40	0.00	"B"	4		"N"	
6.00	66.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	40.60	22.29	9.59				"D"	"0"	
6.00	66.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	40.40	23.50	12.30	0.00			"D"	"0"	
6.00	67.00	"POTR"	1.00	"TS, MH"	9/28/1997 0:00:00	34.90	22.86	7.90				"D"	"0"	
6.00	67.00	"POTR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	37.50	24.80	14.90	0.00			"D"	"0"	
6.00	67.00	"POTR"	3.00		4/1/2007 0:00:00	40.10	25.00	15.80	0.00	"B"	4		"0"	
6.00	67.00	"POTR"	4.00		10/1/2011 0:00:00	42.50	25.30	15.60	0.00	"B"	4		"N"	
6.00	68.00	"PIGL"	3.00		4/1/2007 0:00:00	45.40	23.50	10.00	0.00	"B"	2		"0"	
6.00	68.00	"PIGL"	4.00		10/1/2011 0:00:00	45.50	25.90	12.30	0.00	"B"	4		"Y"	
6.00	68.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	45.10	23.98	13.96				"D"	"0"	
6.00	68.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	44.90	23.60	12.60	0.00			"D"	"0"	
6.00	69.00	"PIRE"	1.00	"TS, MH"	9/28/1997 0:00:00	44.50	21.80	9.10				"D"	"0"	
6.00	69.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	44.50	24.30	16.60	0.00			"D"	"0"	
6.00	69.00	"PIRE"	3.00		4/1/2007 0:00:00	45.40	24.00	15.20	0.00	"B"	2		"0"	
6.00	69.00	"PIRE"	4.00		10/1/2011 0:00:00	45.90	26.10	17.60	0.00	"B"	2		"N"	
6.00	70.00	"PIST"	1.00	"TS, MH"	9/28/1997 0:00:00	35.60	19.95	8.58				"C"	"0"	
6.00	70.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	38.60	20.20	12.90	0.00			"C"	"0"	
6.00	70.00	"PIST"	3.00		4/1/2007 0:00:00	43.50	21.80	12.30	0.00	"B"	3		"0"	
6.00	70.00	"PIST"	4.00		10/1/2011 0:00:00	48.50	22.90	11.80	0.00	"B"	5		"N"	
6.00	71.00	"ACRU"	1.00	"TS, MH"	9/28/1997 0:00:00	34.30	20.65	7.74				"C"	"0"	
6.00	71.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	34.50	21.30	10.50	0.00			"C"	"0"	
6.00	71.00	"ACRU"	3.00		4/1/2007 0:00:00	38.20	22.50	11.40	0.00	"B"	2		"0"	
6.00	71.00	"ACRU"	4.00		10/1/2011 0:00:00	40.90	24.40	10.10	0.00	"B"	4		"N"	"MEASURED 10CM ABOVE DBH"
6.00	72.00	"PIRE"	1.00	"TS, MH"	9/28/1997 0:00:00	48.30	27.56	6.89				"D"	"0"	
6.00	72.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	48.30	26.70	17.80	0.00			"C"	"0"	
6.00	72.00	"PIRE"	3.00		4/1/2007 0:00:00	49.30	27.10	17.10	0.00	"B"	3		"0"	
6.00	72.00	"PIRE"	4.00		10/1/2011 0:00:00	49.00	29.30	19.10	0.00	"B"	5		"N"	"DBH CHECKED"
6.00	73.00	"ACRU"	1.00	"TS, MH"	9/28/1997 0:00:00	34.30	21.89	11.05				"D"	"0"	
6.00	73.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	35.00	23.20	7.40	0.00			"C"	"0"	
6.00	73.00	"ACRU"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00				8.00					
6.00	74.00	"THOC"	1.00	"TS, MH"	9/28/1997 0:00:00	39.40	21.08	16.04				"C"	"0"	
6.00	74.00	"THOC"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	39.00	20.40	5.00	0.00			"I"	"0"	
6.00	74.00	"THOC"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00				9.00					
6.00	75.00	"PIRE"	1.00	"TS, MH"	9/28/1997 0:00:00	51.40	27.28	9.08				"C"	"0"	
6.00	75.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	51.30	28.20	19.50	0.00			"C"	"0"	
6.00	75.00	"PIRE"	3.00		4/1/2007 0:00:00	52.60	28.10	17.90	0.00	"B"	3		"0"	
6.00	75.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	52.60	29.70	20.60	0.00	"B"	5		"N"	
6.00	76.00	"PIRE"	1.00	"TS, MH"	9/28/1997 0:00:00	59.10	25.53	10.15				"D"	"0"	
6.00	76.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	59.50	26.40	14.40	0.00			"D"	"0"	
6.00	76.00	"PIRE"	3.00		4/1/2007 0:00:00	60.60	26.30	12.00	0.00	"B"	4		"0"	
6.00	76.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	60.80	28.00	16.40	0.00	"B"	5		"N"	
6.00	77.00	"PIRE"	1.00	"TS, MH"	9/28/1997 0:00:00	52.70	22.67	7.06				"D"	"0"	
6.00	77.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	53.00	24.40	15.20	0.00			"D"	"0"	
6.00	77.00	"PIRE"	3.00		4/1/2007 0:00:00	54.30	24.20	15.30	0.00	"B"	5		"0"	
6.00	77.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	55.00	25.30	14.60	0.00	"B"	5		"N"	
6.00	78.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	33.70	20.99	11.38				"C"	"0"	
6.00	78.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	34.10	23.10	10.40	0.00			"C"	"0"	
6.00	78.00	"PIRU"	3.00		4/1/2007 0:00:00	35.70	19.40	11.20	0.00	"B"	2		"0"	
6.00	78.00	"PIRU"	4.00	"AP, KS"	8/17/2011 0:00:00	36.10	23.10	13.20	0.00	"B"	4		"N"	
6.00	79.00	"PIRU"	1.00	"TS, MH"	9/28/1997 0:00:00	47.00	23.93	16.24				"D"	"0"	
6.00	79.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	46.40	20.20	8.60	0.00			"D"	"0"	
6.00	79.00	"PIRU"	3.00		4/1/2007 0:00:00	47.70	20.10	8.30	0.00	"B"	3		"0"	
6.00	79.00	"PIRU"	4.00	"AP, KS"	8/17/2011 0:00:00	48.20	20.80	10.10	0.00	"B"	4		"N"	
6.00	80.00	"POTR"	1.00	"TS, MH"	9/28/1997 0:00:00	39.40	16.45	1.30				"D"	"0"	
6.00	80.00	"POTR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	39.30	23.00	16.30	0.00			"D"	"0"	
6.00	80.00	"POTR"	3.00		4/1/2007 0:00:00	41.00	26.00	17.90	0.00	"A"	4		"0"	
6.00	80.00	"POTR"	4.00	"AP, KS"	8/17/2011 0:00:00	41.90	26.30	19.20	0.00	"B"	5		"N"	
6.00	81.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	42.40	25.16	12.58				"D"	"0"	
6.00	81.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	24.80	22.40	10.20	0.00			"C"	"0"	
6.00	81.00	"PIST"	3.00		4/1/2007 0:00:00	49.20	22.10	11.30	0.00	"A"	4		"0"	
6.00	81.00	"PIST"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00				8.00					
6.00	82.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	62.20	26.10	12.89				"D"	"0"	
6.00	82.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	61.00	23.20	12.40	0.00			"D"	"0"	
6.00	82.00	"PIST"	3.00		4/1/2007 0:00:00	65.80	23.00	10.70	0.00	"B"	4		"0"	
6.00	82.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	66.80	25.10	11.50	0.00	"A"	4		"N"	
6.00	83.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	50.20	18.33	12.14				"D"	"0"	
6.00	83.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	52.80	20.10	3.80	0.00			"D"	"0"	
6.00	83.00	"TSCA"	3.00		4/1/2007 0:00:00	54.50	19.80	2.90	0.00	"B"	4		"0"	
6.00	83.00	"TSCA"	4.00	"BR, VB"	10/12/2011 0:00:00	58.30	21.20	3.60	0.00	"B"	4		"N"	
6.00	84.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	43.50	20.71	8.44				"C"	"0"	
6.00	84.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	45.50	23.10	10.50	0.00			"D"	"0"	
6.00	84.00	"PIST"	3.00		4/1/2007 0:00:00	52.60	24.80	9.50	0.00	"B"	3		"0"	
6.00	84.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	57.10	25.00	9.90	0.00	"B"	5		"N"	
6.00	85.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	77.50	28.85	16.80				"D"	"0"	
6.00	85.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	79.80	26.10	7.50	0.00			"D"	"0"	
6.00	85.00	"PIST"	3.00		4/1/2007 0:00:00	82.70	27.70	10.80	0.00	"B"	5		"0"	
6.00	85.00	"PIST"	4.00	"VB, KS, TG"	9/1/2011 0:00:00	84.70	29.50	12.40	0.00	"A"	5		"N"	"OS C3-024; Missing RT tag"
6.00	86.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	33.30	16.48	7.72				"C"	"0"	
6.00	86.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	34.60	17.70	5.20	0.00			"C"	"0"	
6.00	86.00	"TSCA"	3.00		4/1/2007 0:00:00	35.60	17.60	8.00	0.00	"A"	1		"0"	
6.00	86.00	"TSCA"	4.00	"AP, KS"	8/17/2011 0:00:00	38.00	20.60	11.00	0.00	"B"	2		"N"	
6.00	87.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	54.60	24.33	10.50				"D"	"0"	
6.00	87.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	55.00	23.80	11.60	0.00			"D"	"0"	
6.00	87.00	"PIRE"	3.00		4/1/2007 0:00:00	55.80	24.20	12.30	0.00	"B"	3		"0"	
6.00	87.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	58.00	26.80	16.40	0.00	"B"	4		"N"	
6.00	88.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	51.40	23.81	7.36				"D"	"0"	
6.00	88.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.50	23.10	14.70	0.00			"D"	"0"	
6.00	88.00	"PIRE"	3.00		4/1/2007 0:00:00	51.50	24.50	14.40	0.00	"B"	5		"0"	
6.00	88.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	52.30	26.00	15.70	0.00	"B"	5		"N"	
6.00	89.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	58.70	24.07	8.47				"D"	"0"	
6.00	89.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	60.00	26.80	14.10	0.00			"D"	"0"	
6.00	89.00	"PIST"	3.00		4/1/2007 0:00:00	62.00	26.90	13.80	0.00	"A"	5		"0"	
6.00	89.00	"PIST"	4.00	"AP, KS"	8/17/2011 0:00:00	64.30	28.10	15.00	0.00	"B"	2		"N"	
6.00	90.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	53.30	26.19	10.23				"D"	"0"	
6.00	90.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	53.90	27.30	16.70	0.00			"C"	"0"	
6.00	90.00	"PIRE"	3.00		4/1/2007 0:00:00	54.40	25.20	14.70	0.00	"A"	4		"0"	
6.00	90.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	55.50	27.10	15.30	0.00	"B"	3		"N"	
6.00	91.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	36.80	23.98	10.65				"D"	"0"	
6.00	91.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	38.00	22.90	14.20	0.00			"C"	"0"	
6.00	91.00	"PIRE"	3.00		4/1/2007 0:00:00	39.80	22.80	14.50	0.00	"B"	1		"0"	
6.00	91.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	41.40	24.90	16.20	0.00	"B"	3		"N"	
6.00	92.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	49.50	27.05	12.92				"C"	"0"	
6.00	92.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	49.50	26.60	16.00	0.00			"C"	"0"	
6.00	92.00	"PIRE"	3.00		4/1/2007 0:00:00	49.90	27.00	15.90	0.00	"B"	1		"0"	
6.00	92.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	50.90	28.30	15.80	0.00	"B"	3		"N"	
6.00	93.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	50.50	26.32	7.95				"C"	"0"	
6.00	93.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	51.30	26.50	16.90	0.00			"C"	"0"	
6.00	93.00	"PIRE"	3.00		4/1/2007 0:00:00	51.90	27.60	17.90	0.00	"B"	2		"0"	
6.00	93.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	52.50	29.20	16.20	0.00	"B"	4		"N"	
6.00	94.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	40.40	25.72	7.42				"C"	"0"	
6.00	94.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	41.50	28.00	18.60	0.00			"C"	"0"	
6.00	94.00	"PIRE"	3.00		4/1/2007 0:00:00	41.00	29.20	19.70	0.00	"B"	1		"0"	
6.00	94.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	41.60	30.20	20.90	0.00	"B"	1		"N"	
6.00	95.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	64.50	27.02	11.66				"D"	"0"	
6.00	95.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	65.60	27.90	16.80	0.00			"D"	"0"	
6.00	95.00	"PIST"	3.00		4/1/2007 0:00:00	68.60	31.40	16.60	0.00	"B"	4		"0"	
6.00	95.00	"PIST"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00				8.00					
6.00	96.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	45.30	21.96	3.66				"D"	"0"	
6.00	96.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	45.00	21.60	12.30	0.00			"C"	"0"	
6.00	96.00	"PIRE"	3.00		4/1/2007 0:00:00	47.00	22.50	13.00	0.00	"B"	4		"0"	
6.00	96.00	"PIRE"	4.00	"AP, KS"	8/17/2011 0:00:00	46.30	22.80	14.10	0.00	"B"	1		"N"	"DBH CHECKED"
6.00	97.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	63.00	31.31	12.58				"D"	"0"	
6.00	97.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	64.80	28.80	10.50	0.00			"D"	"0"	
6.00	97.00	"PIST"	3.00		4/1/2007 0:00:00	68.40	31.10	13.30	0.00	"A"	5		"0"	
6.00	97.00	"PIST"	4.00		10/1/2011 0:00:00	72.30	31.80	10.30	0.00	"B"	5		"N"	
6.00	98.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	65.60	24.84	6.21				"D"	"0"	
6.00	98.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	67.50	27.60	14.30	0.00			"D"	"0"	
6.00	98.00	"PIST"	3.00		4/1/2007 0:00:00	69.60	26.80	13.90	0.00	"A"	4		"1"	
6.00	98.00	"PIST"	4.00		10/1/2011 0:00:00	72.80	28.60	14.40	0.00	"B"	4		"N"	
6.00	99.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	36.90	20.20	10.60	0.00			"C"	"0"	
6.00	99.00	"ACRU"	3.00		4/1/2007 0:00:00	38.40	20.50	10.70	0.00	"B"	2		"0"	
6.00	99.00	"ACSA"	1.00	"TS"	10/19/1997 0:00:00	36.60	20.74	11.98				"C"	"0"	
6.00	99.00	"ACSA"	4.00		10/1/2011 0:00:00	39.70	21.90	12.00	0.00	"B"	4		"N"	
6.00	100.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	38.10	16.92	10.55				"C"	"0"	
6.00	100.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	38.50	18.40	5.60	0.00			"I"	"0"	
6.00	100.00	"TSCA"	3.00		4/1/2007 0:00:00	40.20	14.40	4.60	2.00	"B"	0		"0"	
6.00	100.00	"TSCA"	4.00		10/1/2011 0:00:00	42.00	17.00	5.10	5.00	"B"	2		"N"	
6.00	101.00	"PIRU"	1.00	"TS"	10/19/1997 0:00:00	37.30	22.97	11.08				"C"	"0"	
6.00	101.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	39.50	23.30	7.50	0.00			"C"	"0"	
6.00	101.00	"PIRU"	3.00		4/1/2007 0:00:00	37.50	23.00	11.20	0.00	"B"	2		"0"	
6.00	101.00	"PIRU"	4.00	"BR, VB"	10/12/2011 0:00:00				9.00					"BLOWDOWN"
6.00	102.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	67.30	30.39	13.50				"D"	"0"	
6.00	102.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	68.90	28.30	9.50	0.00			"D"	"0"	
6.00	102.00	"PIST"	3.00		4/1/2007 0:00:00	72.40	30.50	15.40	0.00	"A"	5		"0"	
6.00	102.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	75.70	28.60	18.40	0.00	"A"	5		"N"	
6.00	103.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	37.90	20.37	9.74				"C"	"0"	
