"RA"	"RT."	"TREE_CODE"	"INV"	"CREW"	"DATE"	"DBH"	"HT"	"LLC"	"COND"	"ST"	"LI"	"CC"	"CAV"	"NOTES"
6.00	103.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	39.00	20.70	6.50	2.00			"D"	"1"	
6.00	103.00	"TSCA"	3.00		4/1/2007 0:00:00	41.60	20.90	9.10	2.00	"B"	2		"1"	
6.00	103.00	"TSCA"	4.00	"BR, VB"	10/12/2011 0:00:00	42.90	22.70	10.50	0.00	"B"	2		"N"	"FORKED TOP"
6.00	104.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	38.90	22.24	9.83				"D"	"0"	
6.00	104.00	"TSCA"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	39.90	20.20	11.40	0.00			"C"	"0"	
6.00	104.00	"TSCA"	3.00		4/1/2007 0:00:00	41.10	21.70	11.70	0.00	"B"	2		"0"	
6.00	104.00	"TSCA"	4.00	"BR, VB"	10/12/2011 0:00:00	42.50	24.20	14.60	0.00	"B"	3		"N"	
6.00	105.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00									
6.00	105.00	"TSCA"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	47.70	22.60	12.30	2.00			"D"	"1"	
6.00	105.00	"TSCA"	3.00		4/1/2007 0:00:00	45.40	23.90	10.80	2.00	"B"	3		"0"	
6.00	105.00	"TSCA"	4.00	"BR, VB"	10/12/2011 0:00:00	50.80	24.20	11.10	0.00	"B"	2		"N"	"0.2 ABOVE DBH"
6.00	106.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	68.10	26.07	14.31				"D"	"0"	
6.00	106.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	70.00	26.20	12.50	0.00			"D"	"0"	
6.00	106.00	"PIST"	3.00		4/1/2007 0:00:00	71.00	25.50	12.30	0.00	"A"	5		"0"	
6.00	106.00	"PIST"	4.00		10/1/2011 0:00:00	73.60	27.10	13.20	0.00	"A"	5		"N"	
6.00	107.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	54.00	22.78	12.68				"D"	"0"	
6.00	107.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	54.30	22.40	11.70	0.00			"D"	"0"	
6.00	107.00	"PIRE"	3.00		4/1/2007 0:00:00	55.20	23.60	11.90	0.00	"B"	4		"0"	
6.00	107.00	"PIRE"	4.00		10/1/2011 0:00:00	55.40	25.20	17.80	0.00	"A"	5		"N"	
6.00	108.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	67.40	31.31	13.19				"D"	"0"	
6.00	108.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	68.90	30.20	12.80	0.00			"D"	"0"	
6.00	108.00	"PIST"	3.00		4/1/2007 0:00:00	71.60	30.10	13.10	0.00	"A"	5		"0"	
6.00	108.00	"PIST"	4.00		10/1/2011 0:00:00	74.00	32.30	13.20	0.00	"A"	5		"N"	
6.00	109.00	"PIRU"	1.00	"TS"	10/19/1997 0:00:00	32.30	21.94	10.21				"C"	"0"	
6.00	109.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	33.00	21.90	11.20	0.00			"C"	"0"	
6.00	109.00	"PIRU"	3.00		4/1/2007 0:00:00	34.00	20.90	10.40	0.00	"B"	3		"0"	
6.00	109.00	"PIRU"	4.00		10/1/2011 0:00:00	35.30	23.00	11.90	0.00	"B"	3		"N"	
6.00	110.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	55.90	20.19	6.70				"C"	"0"	
6.00	110.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	56.70	22.10	11.80	0.00			"C"	"0"	
6.00	110.00	"PIST"	3.00		4/1/2007 0:00:00	58.90	23.00	10.40	3.00	"B"	3		"0"	
6.00	110.00	"PIST"	4.00		10/1/2011 0:00:00	61.70	24.10	10.20	0.00	"B"	3		"N"	
6.00	111.00	"PIRU"	1.00	"TS"	10/19/1997 0:00:00	34.10	20.94	11.33				"C"	"0"	
6.00	111.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	34.30	21.70	11.70	0.00			"C"	"0"	
6.00	111.00	"PIRU"	3.00		4/1/2007 0:00:00	35.10	22.70	12.10	0.00	"B"	2		"0"	
6.00	111.00	"PIRU"	4.00		10/1/2011 0:00:00	35.90	21.40	11.30	0.00	"B"	2		"N"	"HT CHECKED"
6.00	112.00	"PIRU"	1.00	"TS"	10/19/1997 0:00:00	42.70	25.48	10.43				"D"	"0"	
6.00	112.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	43.00	26.30	12.60	0.00			"D"	"0"	
6.00	112.00	"PIRU"	3.00		4/1/2007 0:00:00				9.00					
6.00	113.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00									
6.00	113.00	"PIRE"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	46.50	25.00	18.70	0.00			"C"	"0"	
6.00	113.00	"PIRE"	3.00		4/1/2007 0:00:00	46.70	25.70	17.70	0.00	"B"	1		"0"	
6.00	113.00	"PIRE"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00				8.00					
6.00	114.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	61.70	22.27	10.29				"C"	"1"	
6.00	114.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	62.60	22.90	5.70	2.00			"C"	"1"	
6.00	114.00	"TSCA"	3.00		4/1/2007 0:00:00	63.80	23.30	8.90	2.00	"B"	2		"1"	
6.00	114.00	"TSCA"	4.00		10/1/2011 0:00:00	65.10	25.30	8.90	0.00	"B"	2		"Y"	
6.00	115.00	"PIRE"	1.00	"TS"	10/19/1997 0:00:00	46.10	27.35	8.41				"C"	"0"	
6.00	115.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	46.10	27.10	18.00	0.00			"C"	"0"	
6.00	115.00	"PIRE"	3.00		4/1/2007 0:00:00	47.40	29.00	19.80	0.00	"B"	2		"0"	
6.00	115.00	"PIRE"	4.00		10/1/2011 0:00:00	47.20	30.60	14.80	0.00	"B"	3		"N"	"DBH CHECKED"
6.00	116.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	66.80	27.83	11.92				"C"	"0"	
6.00	116.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	68.30	28.30	15.20	0.00			"D"	"0"	
6.00	116.00	"PIST"	3.00		4/1/2007 0:00:00	71.10	28.20	13.60	0.00	"B"	3		"0"	
6.00	116.00	"PIST"	4.00		10/1/2011 0:00:00	74.20	29.20	17.20	0.00	"B"	3		"N"	
6.00	117.00	"PIST"	1.00	"TS"	10/19/1997 0:00:00	49.00	27.63	11.97				"C"	"0"	
6.00	117.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.80	26.10	6.90	0.00			"C"	"0"	
6.00	117.00	"PIST"	3.00		4/1/2007 0:00:00	54.10	29.50	13.10	0.00	"A"	4		"0"	
6.00	117.00	"PIST"	4.00		10/1/2011 0:00:00	57.60	31.70	17.20	0.00	"B"	2		"Y"	
6.00	118.00	"TSCA"	1.00	"TS"	10/19/1997 0:00:00	41.90	15.60	10.31				"C"	"0"	
6.00	118.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	42.90	16.30	3.70	0.00			"I"	"0"	
6.00	118.00	"TSCA"	3.00		4/1/2007 0:00:00	45.30	17.10	6.30	0.00	"B"	1		"0"	
6.00	118.00	"TSCA"	4.00		10/1/2011 0:00:00	47.60	19.40	6.10	0.00	"B"	1		"N"	
6.00	119.00	"THOC"	1.00	"TS"	10/19/1997 0:00:00	31.90	15.69	10.88				"C"	"0"	
6.00	119.00	"THOC"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	32.90	16.20	6.50	0.00			"I"	"0"	
6.00	119.00	"THOC"	3.00		4/1/2007 0:00:00	34.30	17.10	6.50	0.00	"B"	2		"0"	
6.00	119.00	"THOC"	4.00		10/1/2011 0:00:00	35.90	19.40	6.40	0.00	"B"	5		"N"	
6.00	120.00	"BEPA"	1.00	"TS"	10/19/1997 0:00:00	33.50	20.58	6.17				"D"	"0"	
6.00	120.00	"BEPA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	34.50	24.00	11.70	0.00			"D"	"0"	
6.00	120.00	"BEPA"	3.00		4/1/2007 0:00:00	36.10	26.00	10.50	0.00	"B"	4		"0"	
6.00	120.00	"BEPA"	4.00		10/1/2011 0:00:00	37.40	27.80	14.40	0.00	"B"	5		"N"	
6.00	121.00	"POTR"	1.00	"TS"	10/23/1997 0:00:00	47.30	26.67	11.65				"D"	"0"	
6.00	121.00	"POTR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.10	27.00	10.60	0.00			"D"	"0"	
6.00	121.00	"POTR"	3.00		4/1/2007 0:00:00	54.60	28.70	15.00	0.00	"A"	5		"0"	
6.00	121.00	"POTR"	4.00		10/1/2011 0:00:00	58.80	30.30	12.90	0.00	"B"	3		"N"	
6.00	122.00	"TSCA"	1.00	"TS"	10/23/1997 0:00:00	31.00	15.14	10.48				"C"	"0"	
6.00	122.00	"TSCA"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	32.70	17.80	6.10	0.00			"I"	"0"	
6.00	122.00	"TSCA"	3.00		4/1/2007 0:00:00	35.40	17.50	6.80	0.00	"B"	3		"0"	
6.00	122.00	"TSCA"	4.00		10/1/2011 0:00:00	39.40	18.60	7.20	0.00	"B"	3		"N"	
6.00	123.00	"PIRU"	1.00	"TS"	10/23/1997 0:00:00	32.33	19.34	9.82				"D"	"0"	
6.00	123.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	35.00	19.70	8.90	0.00			"C"	"0"	
6.00	123.00	"PIRU"	3.00		4/1/2007 0:00:00	36.50	19.70	8.80	0.00	"B"	4		"0"	
6.00	123.00	"PIRU"	4.00		10/1/2011 0:00:00	39.30	21.00	5.20	0.00	"B"	5		"N"	
6.00	124.00	"TSCA"	1.00	"TS"	10/23/1997 0:00:00	33.30	19.65	9.04				"C"	"0"	
6.00	124.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	35.10	19.20	5.90	0.00			"C"	"0"	
6.00	124.00	"TSCA"	3.00		4/1/2007 0:00:00	38.30	20.80	8.70	0.00	"B"	4		"0"	
6.00	124.00	"TSCA"	4.00		10/1/2011 0:00:00	41.30	21.90	5.40	0.00	"B"	2		"N"	
6.00	125.00	"TSCA"	1.00	"TS"	10/23/1997 0:00:00	49.20	21.18	11.80				"D"	"0"	
6.00	125.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.50	22.10	7.00	0.00			"C"	"0"	
6.00	125.00	"TSCA"	3.00		4/1/2007 0:00:00	52.00	22.20	7.90	0.00	"B"	3		"0"	
6.00	125.00	"TSCA"	4.00		10/1/2011 0:00:00	53.00	22.90	10.50	0.00	"B"	1		"N"	
6.00	126.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00	77.60	27.94	15.04				"D"	"0"	
6.00	126.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	79.80	27.80	13.50	0.00			"D"	"0"	
6.00	126.00	"PIST"	3.00		4/1/2007 0:00:00	83.10	29.30	14.00	0.00	"A"	5		"0"	
6.00	126.00	"PIST"	4.00		10/1/2011 0:00:00	85.90	29.80	14.90	0.00	"A"	5		"N"	
6.00	127.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00	67.00	29.78	17.13				"C"	"0"	
6.00	127.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	65.00	31.00	13.80	0.00			"D"	"0"	
6.00	127.00	"PIST"	3.00		4/1/2007 0:00:00	66.90	31.00	15.30	0.00	"A"	5		"0"	
6.00	127.00	"PIST"	4.00		10/1/2011 0:00:00	72.80	31.50	14.40	0.00	"A"	5		"N"	"127 GROWS INTO 128 (DEAD); DBH ESTIMATED"
6.00	128.00	"ACRU"	1.00	"TS"	10/23/1997 0:00:00	46.00	20.28	9.84				"C"	"0"	
6.00	128.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.00	20.30	9.20	0.00			"C"	"0"	
6.00	128.00	"ACRU"	3.00		4/1/2007 0:00:00				9.00					
6.00	129.00	"BEAL"	1.00	"TS"	10/23/1997 0:00:00	27.70	23.33	18.89				"C"	"0"	
6.00	129.00	"BEAL"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	27.40	15.10	5.50	0.00			"C"	"0"	
6.00	129.00	"BEAL"	3.00		4/1/2007 0:00:00	27.60	15.50	5.40	2.00	"B"	1		"0"	
6.00	129.00	"BEAL"	4.00	"AK; CN; EO; SN"	6/6/2012 0:00:00	27.94			0.00	"B"	3		"N"	
6.00	130.00	"POTR"	1.00	"TS"	10/23/1997 0:00:00	31.50	23.03	10.75				"C"	"0"	
6.00	130.00	"POTR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	33.90	24.90	13.90	0.00			"C"	"0"	
6.00	130.00	"POTR"	3.00		4/1/2007 0:00:00	37.20	24.00	13.50	0.00	"B"	3		"0"	
6.00	130.00	"POTR"	4.00	"BR, VB"	10/12/2011 0:00:00	39.70	24.60	14.60	0.00	"A"	5		"N"	
6.00	131.00	"BEAL"	1.00	"TS"	10/23/1997 0:00:00	27.20	18.48	10.35				"C"	"0"	
6.00	131.00	"BEAL"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	27.60	19.10	7.30	0.00			"C"	"0"	
6.00	131.00	"BEAL"	3.00		4/1/2007 0:00:00	27.40	19.90	8.30	0.00	"B"	0		"0"	
6.00	131.00	"BEAL"	4.00	"BR, VB"	10/12/2011 0:00:00	27.80	19.10	3.60	0.00	"B"	2		"N"	"WICKED FORKED"
6.00	132.00	"ACRU"	1.00	"TS"	10/23/1997 0:00:00	44.10	19.73	8.96				"D"	"0"	
6.00	132.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	44.50	21.10	9.80	0.00			"C"	"0"	
6.00	132.00	"ACRU"	3.00		4/1/2007 0:00:00	45.30	21.80	10.30	0.00	"B"	4		"0"	
6.00	132.00	"ACRU"	4.00	"BR, VB"	10/12/2011 0:00:00				9.00					
6.00	133.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00	62.90	26.08	10.48				"D"	"0"	
6.00	133.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	67.70	24.90	13.60	0.00			"D"	"0"	
6.00	133.00	"PIST"	3.00		4/1/2007 0:00:00	69.60	25.30	12.60	5.00	"A"	4		"0"	
6.00	133.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	70.80	23.10	12.40	0.00	"A"	5		"N"	"PROBABLY MEASURED TOO LOW--SHOULD BE 68.0CM"
6.00	134.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00									
6.00	134.00	"PIST"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	64.70	25.50	13.00	0.00			"D"	"0"	
6.00	134.00	"PIST"	3.00		4/1/2007 0:00:00	65.40	25.90	11.00	0.00	"A"	4		"0"	
6.00	134.00	"PIST"	4.00	"BR, VB"	10/12/2011 0:00:00	68.50	26.10	11.80	0.00	"A"	5		"N"	
6.00	135.00	"BEPA"	1.00	"TS"	10/23/1997 0:00:00	28.20	11.90	4.04				"C"	"0"	
6.00	135.00	"BEPA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00				9.00					
6.00	136.00	"BEAL"	3.00		4/1/2007 0:00:00	38.90	18.30	9.60	0.00	"B"	2		"0"	
6.00	136.00	"BEAL"	4.00	"BR, VB"	10/12/2011 0:00:00	40.00	17.60	9.80	0.00	"B"	3		"N"	
6.00	136.00	"BEPA"	1.00	"TS"	10/23/1997 0:00:00	38.90	16.90	7.75				"C"	"0"	
6.00	136.00	"BEPA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	40.60	18.70	9.40	0.00			"I"	"0"	
6.00	137.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00	83.10	29.30	16.74				"D"	"0"	
6.00	137.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	83.50	33.10	13.80	0.00			"D"	"0"	
6.00	137.00	"PIST"	3.00		4/1/2007 0:00:00	86.90	35.50	13.70	0.00	"A"	5		"0"	
6.00	137.00	"PIST"	4.00		10/1/2011 0:00:00	88.60	35.80	15.00	0.00	"A"	5		"N"	
6.00	138.00	"TSCA"	1.00	"TS"	10/23/1997 0:00:00	39.80	17.97	8.98				"C"	"0"	
6.00	138.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	41.00	17.50	7.30	0.00			"D"	"0"	
6.00	138.00	"TSCA"	3.00		4/1/2007 0:00:00	43.30	19.30	6.90	0.00	"B"	2		"0"	
6.00	138.00	"TSCA"	4.00		10/1/2011 0:00:00	46.00	20.30	4.90	0.00	"B"	3		"N"	
6.00	139.00	"TSCA"	1.00	"TS"	10/23/1997 0:00:00	42.40	18.36	13.97				"C"	"0"	
6.00	139.00	"TSCA"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	44.10	18.60	3.30	0.00			"C"	"0"	
6.00	139.00	"TSCA"	3.00		4/1/2007 0:00:00	46.80	19.90	4.70	0.00	"B"	4		"0"	
6.00	139.00	"TSCA"	4.00		10/1/2011 0:00:00	51.30	20.60	4.00	0.00	"B"	4		"N"	
6.00	140.00	"PIST"	1.00	"TS"	10/23/1997 0:00:00	70.80	24.56	11.05				"D"	"0"	
6.00	140.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	73.10	26.50	10.60	0.00			"D"	"0"	
6.00	140.00	"PIST"	3.00		4/1/2007 0:00:00	75.80	27.10	11.70	0.00	"A"	4		"0"	
6.00	140.00	"PIST"	4.00		10/1/2011 0:00:00	80.90	28.40	10.70	0.00	"B"	5		"N"	
6.00	141.00	"PIRU"	1.00	"TS, AL"	5/29/1998 0:00:00	47.80	28.86	12.58				"D"	"0"	
6.00	141.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	47.00	27.80	14.70	0.00			"D"	"0"	
6.00	141.00	"PIRU"	3.00		4/1/2007 0:00:00	50.50	30.90	13.90	0.00	"B"	3		"0"	
6.00	141.00	"PIRU"	4.00		10/1/2011 0:00:00	50.80	30.10	14.70	0.00	"B"	5		"N"	"HT CHECKED"
6.00	142.00	"THOC"	1.00	"TS, AL"	5/29/1998 0:00:00	40.90	18.97	9.97				"C"	"0"	
6.00	142.00	"THOC"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	40.80	17.30	9.20	23.00			"I"	"1"	
6.00	142.00	"THOC"	3.00		4/1/2007 0:00:00	41.10	17.10	9.00	2.00	"C"	2		"0"	
6.00	142.00	"THOC"	4.00		10/1/2011 0:00:00	41.30	17.30	7.70	0.00	"B"	2		"N"	
6.00	143.00	"TSCA"	1.00	"TS, AL"	5/29/1998 0:00:00	40.00	17.17	9.38				"C"	"0"	
6.00	143.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	40.40	17.00	7.30	0.00			"C"	"0"	
6.00	143.00	"TSCA"	3.00		4/1/2007 0:00:00	41.70	17.40	7.40	0.00	"B"	2		"0"	
6.00	143.00	"TSCA"	4.00		10/1/2011 0:00:00	43.10	14.40	10.80	0.00	"B"	1		"N"	
6.00	144.00	"ACRU"	1.00	"TS, AL"	5/29/1998 0:00:00	50.60	17.78	8.00				"D"	"1"	
6.00	144.00	"ACRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	53.50	19.90	14.50	0.00			"C"	"0"	
6.00	144.00	"ACRU"	3.00		4/1/2007 0:00:00	54.50	23.50	13.20	23.00	"B"	2		"1"	
6.00	144.00	"ACRU"	4.00		10/1/2011 0:00:00	55.50	24.20	13.40	2.00	"B"	1		"N"	"36.7 MEASURED 50CM ABOVE DBH…"
6.00	145.00	"THOC"	1.00	"TS, AL"	5/29/1998 0:00:00	40.00	16.72	9.51				"C"	"0"	
6.00	145.00	"THOC"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	40.20	16.50	4.20	0.00			"I"	"0"	
6.00	145.00	"THOC"	3.00		4/1/2007 0:00:00	41.10	17.60	6.30	2.00	"B"	1		"0"	
6.00	145.00	"THOC"	4.00		10/1/2011 0:00:00	42.60	18.10	10.00	0.00	"B"	2		"N"	
6.00	146.00	"THOC"	1.00	"TS, AL"	5/29/1998 0:00:00									
6.00	146.00	"THOC"	2.00	"MRS, DS, JB, ML"	6/11/2001 0:00:00	49.20	22.90	10.10	0.00			"C"	"0"	
6.00	146.00	"THOC"	3.00		4/1/2007 0:00:00	49.60	24.10	8.90	0.00	"B"	1		"0"	
6.00	146.00	"THOC"	4.00		10/1/2011 0:00:00	51.00	23.40	12.20	0.00	"B"	2		"N"	"HT CHECKED"
6.00	147.00	"THOC"	1.00	"TS, AL"	5/29/1998 0:00:00	33.30	14.77	6.64				"C"	"0"	
6.00	147.00	"THOC"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	32.60	8.90	7.40	23.00			"O"	"1"	
6.00	147.00	"THOC"	3.00		4/1/2007 0:00:00	32.60	74.00	5.50	23.00	"C"	0		"1"	
6.00	147.00	"THOC"	4.00		10/1/2011 0:00:00	32.70	16.30	7.90	3.00	"B"	1		"N"	"HT CHECKED"
6.00	148.00	"THOC"	1.00	"TS, AL"	5/29/1998 0:00:00	24.60	12.51	7.26				"C"	"0"	
6.00	148.00	"THOC"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	24.10	13.70	4.90	0.00			"I"	"0"	
6.00	148.00	"THOC"	3.00		4/1/2007 0:00:00	25.50	14.90	5.80	0.00	"C"	0		"0"	
6.00	148.00	"THOC"	4.00		10/1/2011 0:00:00	25.80	14.20	10.10	0.00	"B"	2		"Y"	"MEASURED 13CM ABOVE DBH"
6.00	149.00	"PIST"	1.00	"TS, AL"	5/29/1998 0:00:00	55.90	24.67	11.05				"D"	"1"	
6.00	149.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	56.30	24.10	13.40	4.00			"D"	"0"	
6.00	149.00	"PIST"	3.00		4/1/2007 0:00:00				9.00					
6.00	150.00	"PIGL"	3.00		4/1/2007 0:00:00	44.60	24.80	13.10	0.00	"A"	4		"0"	
6.00	150.00	"PIGL"	4.00	"BR, VB"	10/12/2011 0:00:00	46.10	26.50	13.90	0.00	"A"	5		"N"	
6.00	150.00	"PIRU"	1.00	"TS, AL"	5/29/1998 0:00:00	46.00	26.17	14.82				"D"	"0"	
6.00	150.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	46.40	25.40	10.40	0.00			"D"	"0"	
6.00	151.00	"PIST"	1.00	"TS, AL"	5/29/1998 0:00:00	63.20	28.80	16.23				"D"	"0"	
6.00	151.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	66.10	27.40	12.30	0.00			"D"	"0"	
6.00	151.00	"PIST"	3.00		4/1/2007 0:00:00	69.00	27.90	13.00	0.00	"A"	5		"0"	
6.00	151.00	"PIST"	4.00		10/1/2011 0:00:00	72.50	29.50	13.90	0.00	"B"	3		"N"	
6.00	152.00	"POGR"	1.00	"TS, AL"	5/29/1998 0:00:00	47.50	25.71	16.01				"D"	"0"	
6.00	152.00	"POGR"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	50.80	26.30	10.40	0.00			"D"	"0"	
6.00	152.00	"POGR"	3.00		4/1/2007 0:00:00	55.60	28.00	14.00	0.00	"B"	4		"0"	
6.00	152.00	"POGR"	4.00		10/1/2011 0:00:00	59.90	29.30	10.60	0.00	"B"	4		"N"	
6.00	153.00	"TSCA"	1.00	"TS, AL"	5/29/1998 0:00:00	65.80	18.13	11.44				"C"	"0"	
6.00	153.00	"TSCA"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	66.40	21.80	8.80	0.00			"C"	"0"	
6.00	153.00	"TSCA"	3.00		4/1/2007 0:00:00	67.80	22.90	10.70	2.00	"B"	3		"0"	
6.00	153.00	"TSCA"	4.00		10/1/2011 0:00:00	68.70	24.20	11.50	0.00	"B"	3		"N"	
6.00	154.00	"PIRE"	1.00	"TS, AL"	5/29/1998 0:00:00	51.60	24.75	10.12				"C"	"0"	
6.00	154.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	52.20	25.10	14.40	0.00			"D"	"0"	
6.00	154.00	"PIRE"	3.00		4/1/2007 0:00:00	52.80	25.30	15.30	0.00	"B"	2		"0"	
6.00	154.00	"PIRE"	4.00		10/1/2011 0:00:00	52.40	26.40	16.30	0.00	"B"	2		"N"	"DBH CHECKED"
6.00	155.00	"PIRE"	1.00	"TS, AL"	5/29/1998 0:00:00	41.70	26.17	8.63				"C"	"0"	
6.00	155.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/6/2001 0:00:00	42.20	27.90	19.60	0.00			"C"	"0"	
6.00	155.00	"PIRE"	3.00		4/1/2007 0:00:00	43.10	29.30	19.10	0.00	"B"	1		"0"	
6.00	155.00	"PIRE"	4.00		10/1/2011 0:00:00	44.60	31.50	22.20	0.00	"B"	2		"N"	
6.00	156.00	"PIRE"	1.00	"TS, AL"	5/29/1998 0:00:00	43.70	26.19	10.11				"C"	"0"	
6.00	156.00	"PIRE"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	42.40	25.60	14.60	0.00			"C"	"0"	
6.00	156.00	"PIRE"	3.00		4/1/2007 0:00:00	43.40	26.90	18.50	0.00	"B"	2		"0"	
6.00	156.00	"PIRE"	4.00		10/1/2011 0:00:00	43.20	27.60	22.00	0.00	"B"	5		"N"	"DBH CHECKED"
6.00	157.00	"PIGL"	3.00		4/1/2007 0:00:00	43.80	23.00	15.20	0.00	"B"	2		"0"	
6.00	157.00	"PIRU"	1.00	"TS, AL"	5/29/1998 0:00:00	44.50	23.67	10.89				"C"	"0"	
6.00	157.00	"PIRU"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	44.00	23.30	10.70	0.00			"D"	"0"	
6.00	157.00	"PIRU"	4.00		10/1/2011 0:00:00				9.00					
6.00	158.00	"PIST"	1.00	"TS, AL"	5/29/1998 0:00:00	46.50	20.25	11.71				"D"	"0"	
6.00	158.00	"PIST"	2.00	"MRS, LC, JB, ML, MP, BP"	6/7/2001 0:00:00	48.00	21.30	11.00	0.00			"D"	"0"	
6.00	158.00	"PIST"	3.00		4/1/2007 0:00:00	53.50	25.40	9.50	0.00	"B"	5		"0"	
6.00	158.00	"PIST"	4.00		10/1/2011 0:00:00	57.90	26.40	11.40	0.00	"B"	4		"N"	
